"sep=,"
Shimmer_6295_TimestampSync_Unix_CAL,Shimmer_6295_GSR_Skin_Conductance_CAL,Shimmer_6295_PPG_A13_CAL,Shimmer_6295_PPGtoHR_CAL,
ms,uS,mV,BPM,
1.6867349232900896E12,0.8606948606948607,1736.263736263736,85.33333333333333,
1.6867349232979019E12,0.8584748584748586,1706.227106227106,85.33333333333333,
1.6867349233057144E12,0.8624708624708626,1678.3882783882782,85.33333333333333,
1.6867349233135266E12,0.8611388611388613,1649.084249084249,85.33333333333333,
1.6867349233213389E12,0.8642468642468644,1622.7106227106226,85.33333333333333,
1.6867349233291514E12,0.862026862026862,1594.8717948717947,85.33333333333333,
1.6867349233369636E12,0.8642468642468644,1568.4981684981683,85.33333333333333,
1.686734923344776E12,0.862026862026862,1542.8571428571427,85.33333333333333,
1.6867349233525884E12,0.8638028638028639,1520.14652014652,85.33333333333333,
1.6867349233604006E12,0.8624708624708626,1503.2967032967033,85.33333333333333,
1.686734923368213E12,0.8633588633588634,1487.9120879120878,85.33333333333333,
1.6867349233760254E12,0.8629148629148631,1477.6556776556777,85.33333333333333,
1.6867349233838376E12,0.8624708624708626,1471.7948717948716,85.33333333333333,
1.68673492339165E12,0.8633588633588634,1470.3296703296703,85.33333333333333,
1.6867349233994624E12,0.8624708624708626,1471.7948717948716,85.33333333333333,
1.6867349234072747E12,0.8638028638028639,1479.120879120879,85.33333333333333,
1.686734923415087E12,0.8615828615828617,1485.7142857142856,85.33333333333333,
1.6867349234228994E12,0.8638028638028639,1494.5054945054944,85.33333333333333,
1.6867349234307117E12,0.8615828615828617,1503.2967032967033,85.33333333333333,
1.686734923438524E12,0.8642468642468644,1510.6227106227104,85.33333333333333,
1.6867349234463364E12,0.8615828615828617,1515.018315018315,85.33333333333333,
1.6867349234541487E12,0.8642468642468644,1512.8205128205127,85.33333333333333,
1.686734923461961E12,0.8615828615828617,1508.4249084249084,85.33333333333333,
1.6867349234697734E12,0.8638028638028639,1502.5641025641025,85.33333333333333,
1.6867349234775857E12,0.862026862026862,1493.040293040293,85.33333333333333,
1.686734923485398E12,0.8633588633588634,1482.051282051282,85.33333333333333,
1.6867349234932104E12,0.8624708624708626,1466.6666666666665,85.33333333333333,
1.6867349235010227E12,0.8629148629148631,1449.8168498168498,85.33333333333333,
1.686734923508835E12,0.8629148629148631,1431.5018315018315,85.33333333333333,
1.6867349235166475E12,0.8624708624708626,1413.9194139194137,85.33333333333333,
1.6867349235244597E12,0.8633588633588634,1399.2673992673992,85.33333333333333,
1.686734923532272E12,0.862026862026862,1381.6849816849815,85.33333333333333,
1.6867349235400845E12,0.8638028638028639,1363.3699633699632,85.33333333333333,
1.6867349235478967E12,0.8615828615828617,1345.7875457875457,85.33333333333333,
1.686734923555709E12,0.8638028638028639,1328.937728937729,85.33333333333333,
1.6867349235635215E12,0.8615828615828617,1315.7509157509157,85.33333333333333,
1.6867349235713337E12,0.8638028638028639,1301.8315018315018,85.33333333333333,
1.686734923579146E12,0.8611388611388613,1289.3772893772893,85.33333333333333,
1.6867349235869585E12,0.8638028638028639,1277.6556776556777,85.33333333333333,
1.6867349235947708E12,0.8615828615828617,1270.3296703296703,85.33333333333333,
1.686734923602583E12,0.8633588633588634,1266.6666666666665,85.33333333333333,
1.6867349236103955E12,0.862026862026862,1263.003663003663,85.33333333333333,
1.6867349236182078E12,0.8629148629148631,1260.07326007326,85.33333333333333,
1.68673492362602E12,0.8624708624708626,1257.8754578754579,85.33333333333333,
1.6867349236338325E12,0.8624708624708626,1257.8754578754579,85.33333333333333,
1.6867349236416448E12,0.8629148629148631,1257.142857142857,85.33333333333333,
1.686734923649457E12,0.8615828615828617,1256.4102564102564,85.33333333333333,
1.6867349236572695E12,0.8633588633588634,1252.7472527472526,85.33333333333333,
