"sep=,"
Shimmer__TimestampSync_Unix_CAL,Shimmer__EMG_CH1_24BIT_CAL,Shimmer__EMG_CH1_BandPass_Filter_CAL,
ms,mV,mV,
1.6861877867177139E12,-70.3019279601488,0.11034290839076939,
1.6861877867196672E12,-70.2405524540606,0.2410243342966491,
1.6861877867216204E12,-70.08722187128328,0.2082962717747541,
1.6861877867235737E12,-69.9201400979527,0.08824108712298374,
1.6861877867255269E12,-69.82912260243765,-0.004405209075473488,
1.6861877867274802E12,-69.95759526383026,-0.18253777043140115,
1.6861877867294333E12,-70.03829936643037,-0.26241235944181945,
1.6861877867313867E12,-70.22396447944217,-0.1737279868269486,
1.6861877867333398E12,-70.33469522015594,0.05979149547138677,
1.6861877867352932E12,-70.27529103858761,0.1468805981780892,
1.6861877867372463E12,-70.13917348454477,0.2461330576902693,
1.6861877867391997E12,-69.96697107557111,0.19091052909118142,
1.6861877867411528E12,-69.83715214377469,0.05480448842667195,
1.686187786743106E12,-69.86126480832873,-0.1236045467602471,
1.6861877867450593E12,-69.98452067190655,-0.25408814806195723,
1.6861877867470125E12,-70.16496898710358,-0.21064168363841115,
1.6861877867489658E12,-70.31868421856771,-0.08041270710749529,
1.686187786750919E12,-70.31226539360667,0.09540074382411484,
1.6861877867528723E12,-70.2510100902331,0.23862012034594776,
1.6861877867548254E12,-70.10647834616641,0.22443695679165462,
1.6861877867567788E12,-69.86576038985575,0.11027300852931339,
1.686187786758732E12,-69.83022846741221,-0.06346597678455469,
1.6861877867606853E12,-69.88689202708706,-0.156043108913474,
1.6861877867626384E12,-70.01555701282307,-0.23314354622636319,
1.6861877867645918E12,-70.19723139570928,-0.18044953627146199,
1.686187786766545E12,-70.33101701708837,-0.04069941969572293,
1.6861877867684983E12,-70.29868248685389,0.12979825582194376,
1.6861877867704514E12,-70.16590656827766,0.2542415141716056,
1.6861877867724048E12,-69.99288678084454,0.1533998815918914,
1.686187786774358E12,-69.84837907732079,0.0807862964287474,
1.686187786776311E12,-69.85758660526116,-0.10121835776233194,
1.6861877867782644E12,-69.96850967031833,-0.24396309959662965,
1.6861877867802175E12,-70.14049571440566,-0.21988905794010413,
1.686187786782171E12,-70.30779385262257,-0.09231634151979218,
1.686187786784124E12,-70.3203910971154,0.07669554263351688,
1.6861877867860774E12,-70.21093450517668,0.2276215037893139,
1.6861877867880305E12,-70.04361232641685,0.24157642115782157,
1.686187786789984E12,-69.87842975597736,0.13010684584799778,
1.686187786791937E12,-69.83400283265148,-0.04321313983568401,
1.6861877867938904E12,-69.87766045860376,-0.20858637376681008,
1.6861877867958435E12,-70.0893374390607,-0.24407080569325765,
1.6861877867977969E12,-70.18110019140643,-0.1400017232842386,
1.68618778679975E12,-70.32560789493019,-0.06108989574746272,
1.6861877868017034E12,-70.30805829859474,0.11390469891249595,
1.6861877868036565E12,-70.18129251574983,0.2579208478088855,
1.6861877868056096E12,-70.0137780126466,0.22469889876714771,
1.686187786807563E12,-69.85708175385973,0.10620238450010167,
1.686187786809516E12,-69.8434507660211,-0.07602714070546994,
1.6861877868114695E12,-69.94889258729131,-0.2235051741567074,
1.6861877868134226E12,-70.12126328006545,-0.2272628907881458,
1.686187786815376E12,-70.29137416180461,-0.1079309795852484,
1.686187786817329E12,-70.33108913871715,0.05502553008101604,
1.6861877868192825E12,-70.22047860071801,0.2175602588843286,
1.6861877868212356E12,-70.06532093667836,0.24251201242228104,
1.686187786823189E12,-69.89891229854969,0.1360529217207019,
1.686187786825142E12,-69.83349798125005,-0.02290314757455365,
1.6861877868270955E12,-69.9156685569686,-0.19497677656569792,
1.6861877868290486E12,-69.9800010498366,-0.2619669230398118,
1.686187786831002E12,-70.16088209480628,-0.15919214454849048,
1.686187786832955E12,-70.31459732627042,-0.006800520465944994,
1.6861877868349084E12,-70.32055938091588,0.16333594164653867,
1.6861877868368616E12,-70.11825821219979,0.22408945125174107,
1.6861877868388147E12,-70.03164013604007,0.2217744639237533,
1.686187786840768E12,-69.87162628232952,0.11093908281861171,
1.6861877868427212E12,-69.83852245472143,-0.1533770583961566,
1.6861877868446746E12,-69.94168042441373,-0.22438966944588243,
1.6861877868466277E12,-70.1002758860917,-0.247526196926441,
1.686187786848581E12,-70.27000211914405,-0.1352764277388402,
1.6861877868505342E12,-70.3376041258499,0.029756491113931565,
1.6861877868524875E12,-70.23785991325298,0.18961179597266753,
1.6861877868544407E12,-70.08594772250824,0.24270208305733884,
1.686187786856394E12,-69.91638977325636,0.14909742184619745,
1.6861877868583472E12,-69.83181514324528,-0.006689355623537751,
1.6861877868603005E12,-69.91199035390103,-0.18373071164887794,
1.6861877868622537E12,-70.04440566433338,-0.26006889773733805,
1.686187786864207E12,-70.2237961956417,-0.17152787074240203,
1.6861877868661602E12,-70.33755604476404,-0.025720670354042886,
1.6861877868681133E12,-70.32918993582605,0.1442159584618215,
1.6861877868700667E12,-70.21547816778956,0.24373139932443114,
1.6861877868720198E12,-70.05493542213465,0.18073457141750224,
1.6861877868739731E12,-69.89251751413157,0.12340192128580971,
1.6861877868759263E12,-69.87196284993047,-0.03868012037916451,
1.6861877868778796E12,-69.92627043639864,-0.21457675009666138,
1.6861877868798328E12,-70.0782066676863,-0.24733054445426583,
1.6861877868817861E12,-70.25673173944931,-0.08079818160254587,
1.6861877868837393E12,-70.33849362593813,0.011274819487938221,
1.6861877868856926E12,-70.25848669908285,0.17193132095910899,
1.6861877868876458E12,-70.10414641350266,0.2532991867972471,
1.686187786889599E12,-69.9392763701212,0.16303157492004303,
1.6861877868915522E12,-69.8356375895704,0.021753315293148553,
1.6861877868935056E12,-69.89648420371424,-0.1668055441121553,
1.6861877868954587E12,-70.02793789242958,-0.25600101341653864,
1.686187786897412E12,-70.21158359983566,-0.18767450246154035,
1.6861877868993652E12,-70.33887827462493,-0.04100966146536936,
1.6861877869013184E12,-70.29543701355898,0.1289280387004267,
1.6861877869032717E12,-70.23372493986983,0.2520627794494782,
1.6861877869052249E12,-69.99127606446855,0.20284465591548542,
1.6861877869071782E12,-69.9096824617802,0.07724225415838917,
1.6861877869091313E12,-69.83912346829456,-0.10799068509636203,
1.6861877869110847E12,-69.91768796257432,-0.18535293858563467,
1.6861877869130378E12,-70.06318132835801,-0.22146776595625256,
1.6861877869149912E12,-70.31988624571397,-0.15398963731320459,
1.6861877869169443E12,-70.3451288157855,-0.005919861809625617,
1.6861877869188977E12,-70.27343991678237,0.16700373145965539,
1.6861877869208508E12,-70.13013424040487,0.2529089849118216,
1.6861877869228042E12,-69.96252357512994,0.1299323846837414,
1.6861877869247573E12,-69.84119095498613,0.04433434122615513,
1.6861877869267107E12,-69.88660354057195,-0.13626071139550727,
1.6861877869286638E12,-70.0094026338342,-0.25159447588923733,
1.686187786930617E12,-70.19244732766715,-0.18762081927382548,
1.6861877869325703E12,-70.33306046323702,-0.055741324553290984,
1.6861877869345234E12,-70.31139993406136,0.12046113049925881,
1.6861877869364768E12,-70.18025877240404,0.24648121122218794,
1.68618778693843E12,-70.01300871527299,0.2257365508255415,
1.6861877869403833E12,-69.86001470009661,0.09919411525728197,
1.6861877869423364E12,-69.8336422245076,-0.07857367409611937,
1.6861877869442898E12,-69.90723032640183,-0.2349929508288014,
1.686187786946243E12,-70.12907645651616,-0.226628890745179,
1.6861877869481963E12,-70.224661655187,-0.16742994907913636,
1.6861877869501494E12,-70.34777327550728,-0.021728485892471297,
1.6861877869521028E12,-70.2898355670574,0.2176386455146171,
1.686187786954056E12,-70.15321316161312,0.2535324669196617,
1.6861877869560093E12,-69.98043377960926,0.19627270900170854,
1.6861877869579624E12,-69.84556633379853,0.06713807947397443,
1.6861877869599155E12,-69.86852505229216,-0.1143386715736657,
1.686187786961869E12,-69.99209344292801,-0.2494400444074054,
1.686187786963822E12,-70.16987325786033,-0.2160859879781062,
1.6861877869657754E12,-70.32137675937534,-0.0854767791173577,
1.6861877869677285E12,-70.32188161077677,0.08939984553989196,
1.686187786969682E12,-70.20136636909243,0.23089550938946435,
1.686187786971635E12,-70.03553470399396,0.22438400064919672,
1.6861877869735884E12,-69.87984814800996,0.10962114205866687,
1.6861877869755415E12,-69.84984555043923,-0.05884137828161539,
1.6861877869774949E12,-69.95098411452581,-0.2307764874493385,
1.686187786979448E12,-70.02334614873085,-0.23904776714489276,
1.6861877869814014E12,-70.20881893739926,-0.13498131103428224,
1.6861877869833545E12,-70.34128232891746,0.03743041678573787,
1.6861877869853079E12,-70.24158619740639,0.19652764781336474,
1.686187786987261E12,-70.17232539323871,0.2467553921625686,
1.6861877869892144E12,-70.00646968759732,0.1963892462402966,
1.6861877869911675E12,-69.86112056507118,-0.008840313169162312,
1.6861877869931206E12,-69.86544786279772,-0.10784866123776986,
1.686187786995074E12,-69.97759699554408,-0.24533887006805902,
1.686187786997027E12,-70.15037637754794,-0.23547224367354894,
1.6861877869989805E12,-70.31488581278552,-0.10120707416038315,
1.6861877870009336E12,-70.33358935518137,0.05829910646727739,
1.686187787002887E12,-70.22355579021244,0.22287744280254174,
1.68618778700484E12,-70.06205142284053,0.22829723835628463,
1.6861877870067935E12,-69.89508985222457,0.1310112461886083,
1.6861877870087466E12,-69.84760977994718,-0.04964207126386731,
1.6861877870107E12,-69.93836282949005,-0.21144085991165398,
1.686187787012653E12,-70.09347241244384,-0.2593717831977893,
1.6861877870146064E12,-70.27440153849938,-0.140418074962194,
1.6861877870165596E12,-70.3332287470375,0.0067318400137751705,
1.686187787018513E12,-70.32207393512017,0.18138288783450807,
1.686187787020466E12,-70.19506774684601,0.23913950874977002,
1.6861877870224192E12,-70.025870405738,0.16497382259792165,
1.6861877870243726E12,-69.83972448186769,0.09347338055976975,
1.6861877870263257E12,-69.85333142916339,-0.07977998856578651,
1.686187787028279E12,-69.96415833204885,-0.24003859865383306,
1.6861877870302322E12,-70.13087949723555,-0.2388906457619717,
1.6861877870321855E12,-70.29719197319253,-0.04238136752245631,
1.6861877870341387E12,-70.33762816639282,0.05068980746378845,
1.686187787036092E12,-70.2352154535312,0.20577978750625883,
1.6861877870380452E12,-70.07883172180236,0.2445443364217479,
1.6861877870399985E12,-69.9138655162492,0.13743476339535043,
1.6861877870419517E12,-69.84539804999805,-0.016421043962668778,
1.686187787043905E12,-69.92990055838035,-0.18903586772578682,
1.6861877870458582E12,-70.07707676216882,-0.2529384510643061,
1.6861877870478115E12,-70.25403919864168,-0.1549442364894043,
1.6861877870497646E12,-70.3498888432847,-4.7990787736234126E-4,
1.686187787051718E12,-70.27702195767823,0.1685256577230239,
1.6861877870536711E12,-70.21442038390084,0.2544129460431029,
1.6861877870556243E12,-69.96269185893041,0.17492481650140504,
1.6861877870575776E12,-69.88936820300836,0.04250855050340839,
1.6861877870595308E12,-69.85085525324209,-0.13493090808572497,
1.6861877870614841E12,-69.94689722222851,-0.25005893230024584,
1.6861877870634373E12,-70.10631006236594,-0.23847051233861727,
1.6861877870653906E12,-70.34012838285705,-0.12752602418924833,
1.6861877870673438E12,-70.34830216745164,0.03750032518417062,
1.686187787069297E12,-70.25411132027045,0.1957427132149957,
1.6861877870712502E12,-70.10669471105274,0.2220152844221193,
1.6861877870732036E12,-69.93427593719275,0.16213845508926886,
1.6861877870751567E12,-69.84503744185417,0.0171113956633992,
1.68618778707711E12,-69.91552431371105,-0.1683384606469467,
1.6861877870790632E12,-70.05435844910444,-0.2420579770000175,
1.6861877870810166E12,-70.24192276500735,-0.17027032108967394,
1.6861877870829697E12,-70.35034561360028,-0.00682740887048898,
1.6861877870849229E12,-70.2928887160089,0.148611332066423,
1.6861877870868762E12,-70.15479983744619,0.2623261098096022,
1.6861877870888293E12,-69.98240510412913,0.1909379838235499,
1.6861877870907827E12,-69.90165292044317,0.07043459404400183,
1.6861877870927358E12,-69.84650391497262,-0.12474354105224958,
1.6861877870946892E12,-70.00223855204247,-0.2403233719332597,
1.6861877870966423E12,-70.08539479002096,-0.20927139720745933,
1.6861877870985957E12,-70.26867988928316,-0.13519923683068708,
1.6861877871005488E12,-70.35142743803192,0.09414910161670588,
1.6861877871025022E12,-70.26651624041989,0.18862068908306404,
1.6861877871044553E12,-70.12049398269184,0.2455222452820321,
1.6861877871064087E12,-69.95254674981595,0.18022004970735042,
1.6861877871083618E12,-69.84369117145036,0.020672988255215505,
1.6861877871103152E12,-69.89924886615064,-0.22252298214090277,
1.6861877871122683E12,-70.03019770346455,-0.26205142545162335,
1.6861877871142217E12,-70.2144684649867,-0.17674668994568038,
1.6861877871161748E12,-70.34433547786897,-0.04779445604351977,
1.686187787118128E12,-70.30567828484514,0.13339877227176516,
1.6861877871200813E12,-70.176412285536,0.24047291204895851,
1.6861877871220344E12,-69.99884883549001,0.20847102173977008,
1.6861877871239878E12,-69.86112056507118,0.07166724111496439,
1.686187787125941E12,-69.86883757935018,-0.09827330634238204,
1.6861877871278943E12,-69.98654007751227,-0.2524841125799549,
1.6861877871298474E12,-70.06825388291524,-0.21815461245150916,
1.6861877871318008E12,-70.24516823830226,-0.10005876475068802,
1.686187787133754E12,-70.33959949091269,0.07930372707960648,
1.6861877871357073E12,-70.28509958010112,0.21994066344382365,
1.6861877871376604E12,-70.14640968796527,0.2577563467012152,
1.6861877871396138E12,-69.96757208914424,0.17262446666785566,
1.686187787141567E12,-69.84405177959424,-0.03855013613093397,
1.6861877871435203E12,-69.8891277975791,-0.1447526336840255,
1.6861877871454734E12,-70.01161436378332,-0.2580556586761032,
1.6861877871474265E12,-70.19528411173233,-0.20970868874324353,
1.68618778714938E12,-70.33546451752954,-0.06422048659610727,
1.686187787151333E12,-70.3219056513197,0.10008063130580637,
1.6861877871532864E12,-70.19004327337463,0.24280253038603256,
1.6861877871552395E12,-70.02036512140812,0.21254911770740437,
1.6861877871571929E12,-69.86888566043604,0.09576720275341678,
1.686187787159146E12,-69.85727407820313,-0.08806777060330169,
1.6861877871610994E12,-69.96677875122771,-0.23389733942740146,
1.6861877871630525E12,-70.1344374975885,-0.2391773537538681,
1.6861877871650059E12,-70.30464454149936,-0.11413378798501563,
1.686187787166959E12,-70.34957631622667,0.04822684483396663,
1.6861877871689124E12,-70.29851420305341,0.2072741199099086,
1.6861877871708655E12,-70.16129078403601,0.23511739916053234,
