"sep=,"
Shimmer_69B4_TimestampSync_Unix_CAL,Shimmer_69B4_EMG_CH2_24BIT_CAL,Shimmer_69B4_EMG_CH2_BandPass_Filter_CAL,
ms,mV,mV,
1.6867349366469033E12,91.15197831217189,0.07245375157219705,
1.686734936648856E12,91.41808308181164,0.5902635889743204,
1.6867349366508088E12,91.78051830695291,0.6576498078003694,
1.6867349366527615E12,92.28568223544147,0.36257312818852455,
1.686734936654714E12,92.54159381488091,-0.02500108725611986,
1.686734936656667E12,92.2994093854518,-0.5597553131048822,
1.6867349366586196E12,91.9478885667986,-0.6926901194147678,
1.6867349366605725E12,91.45428813945709,-0.4328534300765909,
1.6867349366625251E12,91.11291242991834,-0.06445550400488732,
1.6867349366644778E12,91.32901287027353,0.43295915326867046,
1.6867349366664307E12,91.46820761381082,0.7020668061162382,
1.6867349366683833E12,91.85802501734396,0.45925195865961466,
1.6867349366703362E12,92.38376765057656,0.3132721732250874,
1.6867349366722888E12,92.5204621776496,-0.11188094386153596,
1.6867349366742415E12,92.24690483970302,-0.6310773418223958,
1.6867349366761943E12,91.87237722147034,-0.6509482459559606,
1.686734936678147E12,91.3569479811527,-0.3692372276808858,
1.6867349366800999E12,91.13082263439766,0.01585140019996791,
1.6867349366820525E12,91.38238287556763,0.5436134460595919,
1.6867349366840051E12,91.7243595986795,0.6843586606424501,
1.686734936685958E12,92.21247878223404,0.4205492607722973,
1.6867349366879106E12,92.54846941015754,0.045563946675885654,
1.6867349366898635E12,92.33770597033174,-0.46807891766995935,
1.6867349366918162E12,92.0034703020418,-0.7001718646733404,
1.6867349366937688E12,91.52888594415418,-0.443750030219086,
1.6867349366957217E12,91.11320091643344,-0.11004264898138705,
1.6867349366976743E12,91.29175002873937,0.38882265257090076,
1.6867349366996272E12,91.59773805909214,0.7215421550172622,
1.6867349367015798E12,92.039434954258,0.5238434188771279,
1.6867349367035325E12,92.31013146759646,0.1834982251993558,
1.6867349367054854E12,92.5379636928992,-0.283982707034104,
1.686734936707438E12,92.28347050549235,-0.5559702901735059,
1.6867349367093909E12,91.92721369988287,-0.656193112165311,
1.6867349367113435E12,91.43113709662006,-0.3986772098388372,
1.6867349367132961E12,91.11971590356619,-0.0246941746398329,
1.686734936715249E12,91.34728368289673,0.4817132324493257,
1.6867349367172017E12,91.66870574180751,0.7194353895132573,
1.6867349367191543E12,92.13927532902662,0.46496263427075424,
1.6867349367211072E12,92.5473875857259,0.11477521085885292,
1.6867349367230598E12,92.38386381274826,-0.39027470487449173,
1.6867349367250127E12,92.06075891583271,-0.7012172494577406,
1.6867349367269653E12,91.60831589797925,-0.47977879639310217,
1.686734936728918E12,91.13178425611467,-0.15249007083153837,
1.6867349367308708E12,91.25126575445323,0.31205324125190986,
1.6867349367328235E12,91.54535371605799,0.7243286365386645,
1.6867349367347764E12,91.96676039299493,0.5580909385442043,
1.686734936736729E12,92.48089144399462,0.24231236918628965,
1.6867349367386816E12,92.47579484889447,-0.22169710274675147,
1.6867349367406345E12,92.17843737345187,-0.6909641185372815,
1.6867349367425872E12,91.98385321901479,-0.5788855773193377,
1.68673493674454E12,91.50188841444911,-0.2815322325568229,
1.6867349367464927E12,91.1160136599557,-0.09000262898476596,
1.6867349367484453E12,91.30915538181726,0.4089354760339341,
1.6867349367503982E12,91.61841292600786,0.7150834008888192,
1.6867349367523508E12,92.07316383598214,0.4987683681576586,
1.6867349367543037E12,92.53005435427679,0.15237455777890263,
1.6867349367562563E12,92.42273737065841,-0.3236475608343389,
1.686734936758209E12,92.11417700221264,-0.7213324832112274,
1.6867349367601619E12,91.67834599952054,-0.531181755592469,
1.6867349367621145E12,91.16524869186664,-0.2261592201253149,
1.6867349367640674E12,91.21782535924419,0.22569062568445178,
1.68673493676602E12,91.49948436015659,0.685759496115431,
1.6867349367679727E12,91.90567337342183,0.5848466330862444,
1.6867349367699255E12,92.42833881716,0.2715127185768485,
1.6867349367718782E12,92.50863423053038,-0.16163229521441658,
1.686734936773831E12,92.22315278329286,-0.6790563450677403,
1.6867349367757837E12,91.83545094753714,-0.6304640309706014,
1.6867349367777363E12,91.30932366561774,-0.3504073951773267,
1.6867349367796892E12,91.15087244719733,0.052795816288434286,
1.6867349367816418E12,91.2715078915963,0.5758157327211402,
1.6867349367835947E12,91.56537948831473,0.6604877890489717,
1.6867349367855474E12,91.9964264229647,0.5225324111765942,
1.6867349367875E12,92.5016143919962,0.19699357571957768,
1.686734936789453E12,92.46615459118144,-0.26624102943536065,
1.6867349367914055E12,92.16341203412358,-0.72085607769209,
1.6867349367933584E12,91.74770296585993,-0.5850804634933017,
1.686734936795311E12,91.21633484558282,-0.2873760934353384,
1.6867349367972637E12,91.18287040983085,0.1478524094575158,
1.6867349367992166E12,91.4548651124873,0.6483235160717608,
1.6867349368011692E12,91.83886470463253,0.6226726130220407,
1.686734936803122E12,92.35900589136354,0.31965405919057177,
1.6867349368050747E12,92.51885146127361,-0.0908002348957394,
1.6867349368070273E12,92.25132829960127,-0.6173024629998443,
1.6867349368089802E12,91.88237808732725,-0.6605913013905632,
1.6867349368109329E12,91.37399272608671,-0.3832292486031052,
1.6867349368128857E12,91.12409128237859,6.031571246171645E-4,
1.6867349368148384E12,91.36937694184506,0.5188440863503866,
1.686734936816791E12,91.70741101591719,0.6949057533732662,
1.686734936818744E12,91.925242375363,0.4259741269958968,
1.6867349368206965E12,92.44634518381102,0.061346720098518166,
1.6867349368226492E12,92.49949882421878,-0.17675948055942017,
1.686734936824602E12,92.21404141752419,-0.6757447804323609,
1.6867349368265547E12,91.82126702721123,-0.6092319048592104,
1.6867349368285076E12,91.2901633529063,-0.31883853184932687,
1.6867349368304602E12,91.16762870561624,0.08794299274427111,
1.6867349368324128E12,91.43161790747857,0.6181583324269279,
1.6867349368343657E12,91.79393292990521,0.6693061977463389,
1.6867349368363184E12,92.30022676391125,0.3881421186430127,
1.6867349368382712E12,92.55255630245483,-0.010218144388335225,
1.6867349368402239E12,92.30916984587945,-0.5355431010677082,
1.6867349368421765E12,91.95685568930972,-0.6704552808367125,
1.6867349368441294E12,91.46284657273848,-0.399834118231307,
1.686734936846082E12,91.12913979639289,-0.04111921869066174,
1.686734936848035E12,91.35007238587608,0.4685047189170165,
1.6867349368499875E12,91.66820089040608,0.7202615673331167,
1.6867349368519402E12,92.13499611238592,0.4824715536293217,
1.686734936853893E12,92.55298903222749,0.1263642192660841,
1.6867349368558457E12,92.40439443640643,-0.3629055116371037,
1.6867349368577986E12,92.25998289505436,-0.709289690170623,
1.6867349368597512E12,91.88043080335031,-0.48890976847709616,
1.6867349368617039E12,91.36283791416939,-0.35513004013146937,
1.6867349368636567E12,91.15053587959638,0.03893700740352802,
1.6867349368656094E12,91.39952378267334,0.5588791298672059,
1.6867349368675623E12,91.74479406016597,0.6998214231695098,
1.686734936869515E12,92.23945227139619,0.4201054122814327,
1.6867349368714675E12,92.56606708757883,0.049857224089655296,
1.6867349368734204E12,92.35061574188262,-0.47205542629697733,
1.686734936875373E12,92.01813503322622,-0.6938316060405693,
1.686734936877326E12,91.54056964801586,-0.4490406448212099,
1.6867349368792786E12,91.13640004035632,-0.1026059673450657,
1.6867349368812312E12,91.31826674758594,0.3785013022855508,
