"sep=,"
Shimmer__TimestampSync_Unix_CAL,Shimmer__ECG_LA-RA_24BIT_CAL,Shimmer__ECGtoHR_LA_RA_CAL,
ms,mV,BPM,
1.686734908040207E12,9.694012367011592,74.92682926829268,
1.68673490804216E12,9.6787947033399,74.92682926829268,
1.6867349080441128E12,9.6650915938725,74.92682926829268,
1.6867349080460657E12,9.662062485463917,74.92682926829268,
1.6867349080480186E12,9.680453500801743,74.92682926829268,
1.6867349080499714E12,9.67929955474133,74.92682926829268,
1.6867349080519243E12,9.67929955474133,74.92682926829268,
1.6867349080538772E12,9.667615850879653,74.92682926829268,
1.68673490805583E12,9.67006798625803,74.92682926829268,
1.686734908057783E12,9.669491013227823,74.92682926829268,
1.6867349080597358E12,9.661629755691262,74.92682926829268,
1.6867349080616887E12,9.659538228456764,74.92682926829268,
1.6867349080636416E12,9.664875228986173,74.92682926829268,
1.6867349080655945E12,9.678650460082348,74.92682926829268,
1.6867349080675474E12,9.669923743000478,74.92682926829268,
1.6867349080695002E12,9.669058283455168,74.92682926829268,
1.6867349080714531E12,9.662495215236572,74.92682926829268,
1.686734908073406E12,9.657663066108594,74.92682926829268,
1.686734908075359E12,9.658384282396351,74.92682926829268,
1.6867349080773118E12,9.655355173987768,74.92682926829268,
1.6867349080792646E12,9.655571538874096,74.92682926829268,
1.6867349080812175E12,9.67107768906089,74.92682926829268,
1.6867349080831704E12,9.654850322586338,74.92682926829268,
1.6867349080851233E12,9.666173418304137,74.92682926829268,
1.6867349080870762E12,9.66285582338045,74.92682926829268,
1.686734908089029E12,9.665884931789034,74.92682926829268,
1.686734908090982E12,9.661629755691262,74.92682926829268,
1.6867349080929348E12,9.653335768382046,74.92682926829268,
1.6867349080948877E12,9.645762997360588,74.92682926829268,
1.6867349080968406E12,9.636747793763613,74.92682926829268,
1.6867349080987935E12,9.655715782131647,74.92682926829268,
1.6867349081007463E12,9.65088363300367,74.92682926829268,
1.6867349081026992E12,9.675909838188868,74.92682926829268,
1.686734908104652E12,9.70259484083591,74.92682926829268,
1.686734908106605E12,9.71629795030331,74.92682926829268,
1.6867349081085579E12,9.740098087799321,74.92682926829268,
1.6867349081105107E12,9.763826103666556,74.92682926829268,
1.6867349081124636E12,9.786688659988483,74.92682926829268,
1.6867349081144165E12,9.814022757294508,74.92682926829268,
1.6867349081163694E12,9.88902925122133,74.92682926829268,
1.6867349081183223E12,9.964612718178358,74.92682926829268,
1.6867349081202751E12,10.033344630401688,74.92682926829268,
1.686734908122228E12,10.083469162400862,74.92682926829268,
1.686734908124181E12,10.097100150239486,74.92682926829268,
1.6867349081261338E12,10.102365029140119,74.92682926829268,
1.6867349081280867E12,10.101932299367464,74.92682926829268,
1.6867349081300396E12,10.087147365468427,74.92682926829268,
1.6867349081319924E12,10.062698133313434,74.92682926829268,
1.6867349081339453E12,9.989494680106006,74.92682926829268,
1.6867349081358982E12,9.904174793264247,74.92682926829268,
1.686734908137851E12,9.889606224251537,74.92682926829268,
1.686734908139804E12,9.828447083049666,74.92682926829268,
1.6867349081417568E12,9.75452241355448,74.92682926829268,
1.6867349081437097E12,9.69163235326199,74.92682926829268,
1.6867349081456626E12,9.660043079858195,74.92682926829268,
1.6867349081476155E12,9.632204131150738,74.92682926829268,
1.6867349081495684E12,9.63782961819525,74.92682926829268,
1.6867349081515212E12,9.672952851409061,74.92682926829268,
1.686734908153474E12,9.687809906936874,74.92682926829268,
1.686734908155427E12,9.685790501331152,74.92682926829268,
1.68673490815738E12,9.678001365423366,74.92682926829268,
1.6867349081593325E12,9.67244800000763,74.92682926829268,
1.6867349081612854E12,9.678073487052142,74.92682926829268,
1.6867349081632383E12,9.687593542050546,74.92682926829268,
1.6867349081651912E12,9.687160812277892,74.92682926829268,
1.686734908167144E12,9.684925041785842,74.92682926829268,
1.686734908169097E12,9.70533546272939,74.92682926829268,
1.6867349081710498E12,9.705984557388373,74.92682926829268,
1.6867349081730027E12,9.69711359704895,74.92682926829268,
1.6867349081749556E12,9.691776596519542,74.92682926829268,
1.6867349081769084E12,9.687809906936874,74.92682926829268,
1.6867349081788613E12,9.680597744059295,74.92682926829268,
1.6867349081808142E12,9.685574136444824,74.92682926829268,
1.686734908182767E12,9.689973555800147,74.92682926829268,
1.68673490818472E12,9.691343866746887,74.92682926829268,
1.6867349081866729E12,9.698267543109363,74.92682926829268,
1.6867349081886257E12,9.687232933906667,74.92682926829268,
1.6867349081905786E12,9.698411786366915,74.92682926829268,
1.6867349081925315E12,9.695094191443228,74.92682926829268,
1.6867349081944844E12,9.684420190384412,74.92682926829268,
1.6867349081964373E12,9.683482609210326,74.92682926829268,
1.6867349081983901E12,9.689108096254838,74.92682926829268,
1.686734908200343E12,9.693579637238937,74.92682926829268,
1.686734908202296E12,9.70483061132796,74.92682926829268,
1.6867349082042488E12,9.701657259661825,74.92682926829268,
1.6867349082062017E12,9.704253638297754,74.92682926829268,
1.6867349082081545E12,9.690839015345457,74.92682926829268,
1.6867349082101074E12,9.702811205722238,74.92682926829268,
1.6867349082120603E12,9.691415988375663,74.92682926829268,
1.6867349082140132E12,9.692642056064852,74.92682926829268,
1.686734908215966E12,9.708003962994095,74.92682926829268,
1.686734908217919E12,9.709085787425732,74.92682926829268,
1.6867349082198718E12,9.703099692237341,74.92682926829268,
1.6867349082218247E12,9.708580936024301,74.92682926829268,
1.6867349082237776E12,9.699565732427327,74.92682926829268,
1.6867349082257305E12,9.682545028036241,74.92682926829268,
1.6867349082276833E12,9.697546326821605,74.92682926829268,
1.6867349082296362E12,9.712331260720642,74.92682926829268,
1.686734908231589E12,9.723654356438441,74.92682926829268,
1.686734908233542E12,9.721562829203943,74.92682926829268,
1.6867349082354949E12,9.731443492346227,74.92682926829268,
1.6867349082374478E12,9.735193817042568,74.92682926829268,
1.6867349082394006E12,9.719687666855773,74.92682926829268,
1.6867349082413535E12,9.707787598107767,74.92682926829268,
1.6867349082433064E12,9.713485206781055,74.92682926829268,
1.6867349082452593E12,9.71254762560697,74.92682926829268,
1.6867349082472122E12,9.721851315719046,74.92682926829268,
1.686734908249165E12,9.72949620836928,74.92682926829268,
1.686734908251118E12,9.72589012693049,74.92682926829268,
1.6867349082530708E12,9.72589012693049,74.92682926829268,
1.6867349082550237E12,9.735410181928895,74.92682926829268,
1.6867349082569766E12,9.723942842953544,74.92682926829268,
1.6867349082589294E12,9.726539221589473,74.92682926829268,
1.6867349082608823E12,9.710528220001247,74.92682926829268,
1.6867349082628352E12,9.714278544697589,74.92682926829268,
1.686734908264788E12,9.722933140150683,74.92682926829268,
1.686734908266741E12,9.738295047079927,74.92682926829268,
1.6867349082686938E12,9.743343561094232,74.92682926829268,
1.6867349082706467E12,9.749618142797726,74.92682926829268,
1.6867349082725996E12,9.738511411966254,74.92682926829268,
1.6867349082745525E12,9.737429587534617,74.92682926829268,
1.6867349082765054E12,9.73670837124686,74.92682926829268,
1.6867349082784583E12,9.726467099960697,74.92682926829268,
1.686734908280411E12,9.718677964052912,74.92682926829268,
1.6867349082823638E12,9.760292143856542,74.92682926829268,
1.6867349082843167E12,9.772985550521083,74.92682926829268,
1.6867349082862695E12,9.764619441583092,74.92682926829268,
1.6867349082882224E12,9.764042468552883,74.92682926829268,
1.6867349082901753E12,9.750627845600587,74.92682926829268,
1.6867349082921282E12,9.741901128518716,74.92682926829268,
1.686734908294081E12,9.748464196737313,74.92682926829268,
1.686734908296034E12,9.745146601813627,74.92682926829268,
1.6867349082979868E12,9.763826103666556,74.92682926829268,
1.6867349082999397E12,9.771254631430464,74.92682926829268,
1.6867349083018926E12,9.768369766279433,74.92682926829268,
1.6867349083038455E12,9.785390470670519,74.92682926829268,
1.6867349083057983E12,9.775077077755581,74.92682926829268,
1.6867349083077512E12,9.78502986252664,74.92682926829268,
1.686734908309704E12,9.790222619798497,74.92682926829268,
1.686734908311657E12,9.77630314544477,74.92682926829268,
1.6867349083136099E12,9.78178438923173,74.92682926829268,
1.6867349083155627E12,9.77630314544477,74.92682926829268,
1.6867349083175156E12,9.786832903246035,74.92682926829268,
1.6867349083194685E12,9.802122688546502,74.92682926829268,
1.6867349083214214E12,9.807676053962238,74.92682926829268,
1.6867349083233743E12,9.824336150209446,74.92682926829268,
1.6867349083253271E12,9.817845203619624,74.92682926829268,
1.68673490832728E12,9.815970041271454,74.92682926829268,
1.686734908329233E12,9.806233621386722,74.92682926829268,
1.6867349083311858E12,9.824985244868428,74.92682926829268,
1.6867349083331387E12,9.830394367026612,74.92682926829268,
1.6867349083350916E12,9.84445808463789,74.92682926829268,
1.6867349083370444E12,9.848136287705456,74.92682926829268,
1.6867349083389973E12,9.842366557403393,74.92682926829268,
1.6867349083409502E12,9.852102977288125,74.92682926829268,
1.686734908342903E12,9.839481692252361,74.92682926829268,
1.686734908344856E12,9.831692556344576,74.92682926829268,
1.6867349083468088E12,9.837029556873985,74.92682926829268,
1.6867349083487617E12,9.847703557932801,74.92682926829268,
1.6867349083507146E12,9.853329044977313,74.92682926829268,
1.6867349083526675E12,9.858954532021825,74.92682926829268,
1.6867349083546204E12,9.858593923877946,74.92682926829268,
1.6867349083565732E12,9.85765634270386,74.92682926829268,
1.6867349083585261E12,9.852824193575882,74.92682926829268,
1.686734908360479E12,9.84344838183503,74.92682926829268,
1.686734908362432E12,9.847342949788922,74.92682926829268,
1.6867349083643848E12,9.862272126945511,74.92682926829268,
1.6867349083663376E12,9.854627234295277,74.92682926829268,
1.6867349083682905E12,9.863714559521027,74.92682926829268,
1.6867349083702434E12,9.873162492890655,74.92682926829268,
1.6867349083721963E12,9.853761774749968,74.92682926829268,
1.6867349083741492E12,9.843015652062375,74.92682926829268,
1.686734908376102E12,9.85441086940895,74.92682926829268,
1.686734908378055E12,9.850011450053627,74.92682926829268,
1.6867349083800078E12,9.841933827630738,74.92682926829268,
1.6867349083819607E12,9.843376260206254,74.92682926829268,
1.6867349083839136E12,9.850011450053627,74.92682926829268,
1.6867349083858665E12,9.854266626151398,74.92682926829268,
1.6867349083878193E12,9.849578720280972,74.92682926829268,
1.6867349083897722E12,9.839625935509913,74.92682926829268,
1.686734908391725E12,9.82375917717924,74.92682926829268,
1.686734908393678E12,9.789862011654618,74.92682926829268,
1.6867349083956309E12,9.788419579079102,74.92682926829268,
1.6867349083975837E12,9.799670553168125,74.92682926829268,
1.6867349083995364E12,9.80147359388752,74.92682926829268,
1.6867349084014893E12,9.795775985214233,74.92682926829268,
1.6867349084034421E12,9.798155998963834,74.92682926829268,
1.686734908405395E12,9.786616538359707,74.92682926829268,
1.686734908407348E12,9.766999455332693,74.92682926829268,
1.6867349084093008E12,9.751637548403448,74.92682926829268,
1.6867349084112537E12,9.733895627724603,74.92682926829268,
1.6867349084132065E12,9.72726043787723,74.92682926829268,
1.6867349084151594E12,9.753945440524273,74.92682926829268,
1.6867349084171123E12,9.749762386055277,74.92682926829268,
1.6867349084190652E12,9.738150803822375,74.92682926829268,
1.686734908421018E12,9.754955143327134,74.92682926829268,
1.686734908422971E12,9.742838709692801,74.92682926829268,
1.6867349084249238E12,9.740675060829528,74.92682926829268,
1.6867349084268767E12,9.72040888314353,74.92682926829268,
1.6867349084288296E12,9.70569607087327,74.92682926829268,
1.6867349084307825E12,9.70569607087327,74.92682926829268,
1.6867349084327354E12,9.710528220001247,74.92682926829268,
1.6867349084346882E12,9.70980700371349,74.92682926829268,
1.686734908436641E12,9.7336071412095,74.92682926829268,
1.686734908438594E12,9.724952545756405,74.92682926829268,
1.6867349084405469E12,9.71254762560697,74.92682926829268,
1.6867349084424998E12,9.706777895304906,74.92682926829268,
1.6867349084444526E12,9.704037273411426,74.92682926829268,
1.6867349084464055E12,9.688170515080753,74.92682926829268,
1.6867349084483584E12,9.705479705986942,74.92682926829268,
1.6867349084503113E12,9.711321557917781,74.92682926829268,
1.6867349084522642E12,9.708220327880422,74.92682926829268,
1.686734908454217E12,9.704470003184081,74.92682926829268,
1.68673490845617E12,9.708220327880422,74.92682926829268,
1.6867349084581228E12,9.693796002125264,74.92682926829268,
1.6867349084600757E12,9.693723880496488,74.92682926829268,
1.6867349084620286E12,9.688819609739735,74.92682926829268,
1.6867349084639814E12,9.703676665267547,74.92682926829268,
1.6867349084659343E12,9.709734882084714,74.92682926829268,
1.6867349084678872E12,9.699926340571206,74.92682926829268,
1.68673490846984E12,9.711321557917781,74.92682926829268,
1.686734908471793E12,9.70295544897979,74.92682926829268,
1.6867349084737458E12,9.697329961935278,74.92682926829268,
1.6867349084756987E12,9.67929955474133,74.92682926829268,
