"sep=,"
Shimmer_69B4_TimestampSync_Unix_CAL,Shimmer_69B4_ECG_LA-RA_24BIT_CAL,Shimmer_69B4_ECGtoHR_LA_RA_CAL,
ms,mV,BPM,
1.6861877750716868E12,-605.0000721216288,-1.0,
1.6861877750736394E12,-605.0000721216288,-1.0,
1.6861877750755918E12,-605.0000721216288,-1.0,
1.6861877750775444E12,-605.0000721216288,-1.0,
1.686187775079497E12,-605.0000721216288,-1.0,
1.6861877750814497E12,-605.0000721216288,-1.0,
1.6861877750834023E12,-605.0000721216288,-1.0,
1.6861877750853547E12,-605.0000721216288,-1.0,
1.6861877750873074E12,-605.0000721216288,-1.0,
1.68618777508926E12,-605.0000721216288,-1.0,
1.6861877750912126E12,-605.0000721216288,-1.0,
1.6861877750931653E12,-605.0000721216288,-1.0,
1.6861877750951177E12,-605.0000721216288,-1.0,
1.6861877750970703E12,-605.0000721216288,-1.0,
1.686187775099023E12,-605.0000721216288,-1.0,
1.6861877751009756E12,-605.0000721216288,-1.0,
1.6861877751029282E12,-605.0000721216288,-1.0,
1.6861877751048806E12,-605.0000721216288,-1.0,
1.6861877751068333E12,-605.0000721216288,-1.0,
1.686187775108786E12,-605.0000721216288,-1.0,
1.6861877751107385E12,-605.0000721216288,-1.0,
1.6861877751126912E12,-605.0000721216288,-1.0,
1.6861877751146436E12,-605.0000721216288,-1.0,
1.6861877751165962E12,-605.0000721216288,-1.0,
1.6861877751185488E12,-605.0000721216288,-1.0,
1.6861877751205015E12,-605.0000721216288,-1.0,
1.686187775122454E12,-605.0000721216288,-1.0,
1.6861877751244065E12,-605.0000721216288,-1.0,
1.6861877751263591E12,-605.0000721216288,-1.0,
1.6861877751283118E12,-605.0000721216288,-1.0,
1.6861877751302644E12,-605.0000721216288,-1.0,
1.686187775132217E12,-605.0000721216288,-1.0,
1.6861877751341694E12,-605.0000721216288,-1.0,
1.686187775136122E12,-605.0000721216288,-1.0,
1.6861877751380747E12,-605.0000721216288,-1.0,
1.6861877751400273E12,-605.0000721216288,-1.0,
1.68618777514198E12,-605.0000721216288,-1.0,
1.6861877751439324E12,-605.0000721216288,-1.0,
1.686187775145885E12,-605.0000721216288,-1.0,
1.6861877751478376E12,-605.0000721216288,-1.0,
1.6861877751497903E12,-605.0000721216288,-1.0,
1.686187775151743E12,-605.0000721216288,-1.0,
1.6861877751536953E12,-605.0000721216288,-1.0,
1.686187775155648E12,-605.0000721216288,-1.0,
1.6861877751576006E12,-605.0000721216288,-1.0,
1.6861877751595532E12,-605.0000721216288,-1.0,
1.6861877751615059E12,-605.0000721216288,-1.0,
1.6861877751634583E12,-605.0000721216288,-1.0,
1.686187775165411E12,-605.0000721216288,-1.0,
1.6861877751673635E12,-605.0000721216288,-1.0,
1.6861877751693162E12,-605.0000721216288,-1.0,
1.6861877751712688E12,-605.0000721216288,-1.0,
1.6861877751732212E12,-605.0000721216288,-1.0,
1.6861877751751738E12,-605.0000721216288,-1.0,
1.6861877751771265E12,-605.0000721216288,-1.0,
1.686187775179079E12,-605.0000721216288,-1.0,
1.6861877751810317E12,-605.0000721216288,-1.0,
1.6861877751829841E12,-605.0000721216288,-1.0,
1.6861877751849368E12,-605.0000721216288,-1.0,
1.6861877751868894E12,-605.0000721216288,-1.0,
1.686187775188842E12,-605.0000721216288,-1.0,
1.6861877751907947E12,-605.0000721216288,-1.0,
1.686187775192747E12,-605.0000721216288,-1.0,
1.6861877751946997E12,-605.0000721216288,-1.0,
1.6861877751966523E12,-605.0000721216288,-1.0,
1.686187775198605E12,-605.0000721216288,-1.0,
1.6861877752005576E12,-605.0000721216288,-1.0,
1.68618777520251E12,-605.0000721216288,-1.0,
1.6861877752044626E12,-605.0000721216288,-1.0,
1.6861877752064153E12,-605.0000721216288,-1.0,
1.686187775208368E12,-605.0000721216288,-1.0,
1.6861877752103206E12,-605.0000721216288,-1.0,
1.686187775212273E12,-605.0000721216288,-1.0,
1.6861877752142256E12,-605.0000721216288,-1.0,
1.6861877752161782E12,-605.0000721216288,-1.0,
1.6861877752181309E12,-605.0000721216288,-1.0,
1.6861877752200835E12,-605.0000721216288,-1.0,
1.686187775222036E12,-605.0000721216288,-1.0,
1.6861877752239885E12,-605.0000721216288,-1.0,
1.6861877752259412E12,-605.0000721216288,-1.0,
1.6861877752278938E12,-605.0000721216288,-1.0,
1.6861877752298464E12,-605.0000721216288,-1.0,
1.6861877752317988E12,-605.0000721216288,-1.0,
1.6861877752337515E12,-605.0000721216288,-1.0,
1.686187775235704E12,-605.0000721216288,-1.0,
1.6861877752376567E12,-605.0000721216288,-1.0,
1.6861877752396094E12,-605.0000721216288,-1.0,
1.6861877752415618E12,-605.0000721216288,-1.0,
1.6861877752435144E12,-605.0000721216288,-1.0,
1.686187775245467E12,-605.0000721216288,-1.0,
1.6861877752474197E12,-605.0000721216288,-1.0,
1.6861877752493723E12,-605.0000721216288,-1.0,
1.6861877752513247E12,-605.0000721216288,-1.0,
1.6861877752532773E12,-605.0000721216288,-1.0,
1.68618777525523E12,-605.0000721216288,-1.0,
1.6861877752571826E12,-605.0000721216288,-1.0,
1.6861877752591353E12,-605.0000721216288,-1.0,
1.6861877752610876E12,-605.0000721216288,-1.0,
1.6861877752630403E12,-605.0000721216288,-1.0,
1.686187775264993E12,-605.0000721216288,-1.0,
1.6861877752669456E12,-605.0000721216288,-1.0,
1.6861877752688982E12,-605.0000721216288,-1.0,
1.6861877752708506E12,-605.0000721216288,-1.0,
1.6861877752728032E12,-605.0000721216288,-1.0,
1.6861877752747559E12,-605.0000721216288,-1.0,
1.6861877752767085E12,-605.0000721216288,-1.0,
1.6861877752786611E12,-605.0000721216288,-1.0,
1.6861877752806135E12,-605.0000721216288,-1.0,
1.6861877752825662E12,-605.0000721216288,-1.0,
1.6861877752845188E12,-605.0000721216288,-1.0,
1.6861877752864714E12,-605.0000721216288,-1.0,
1.686187775288424E12,-605.0000721216288,-1.0,
1.6861877752903765E12,-605.0000721216288,-1.0,
1.686187775292329E12,-605.0000721216288,-1.0,
1.6861877752942817E12,-605.0000721216288,-1.0,
1.6861877752962344E12,-605.0000721216288,-1.0,
1.686187775298187E12,-605.0000721216288,-1.0,
1.6861877753001394E12,-605.0000721216288,-1.0,
1.686187775302092E12,-605.0000721216288,-1.0,
1.6861877753040447E12,-605.0000721216288,-1.0,
1.6861877753059973E12,-605.0000721216288,-1.0,
1.68618777530795E12,-605.0000721216288,-1.0,
1.6861877753099023E12,-605.0000721216288,-1.0,
1.686187775311855E12,-605.0000721216288,-1.0,
1.6861877753138076E12,-605.0000721216288,-1.0,
1.6861877753157603E12,-605.0000721216288,-1.0,
1.686187775317713E12,-605.0000721216288,-1.0,
1.6861877753196653E12,-605.0000721216288,-1.0,
1.686187775321618E12,-605.0000721216288,-1.0,
1.6861877753235706E12,-605.0000721216288,-1.0,
1.6861877753255232E12,-605.0000721216288,-1.0,
1.6861877753274758E12,-605.0000721216288,-1.0,
1.6861877753294282E12,-605.0000721216288,-1.0,
1.6861877753313809E12,-605.0000721216288,-1.0,
1.6861877753333335E12,-605.0000721216288,-1.0,
1.6861877753352861E12,-605.0000721216288,-1.0,
1.6861877753372388E12,-605.0000721216288,-1.0,
1.6861877753391912E12,-605.0000721216288,-1.0,
1.6861877753411438E12,-605.0000721216288,-1.0,
1.6861877753430964E12,-605.0000721216288,-1.0,
1.686187775345049E12,-605.0000721216288,-1.0,
1.6861877753470017E12,-605.0000721216288,-1.0,
1.686187775348954E12,-605.0000721216288,-1.0,
1.6861877753509067E12,-605.0000721216288,-1.0,
1.6861877753528594E12,-605.0000721216288,-1.0,
1.686187775354812E12,-605.0000721216288,-1.0,
1.6861877753567646E12,-605.0000721216288,-1.0,
1.686187775358717E12,-605.0000721216288,-1.0,
1.6861877753606697E12,-605.0000721216288,-1.0,
1.6861877753626223E12,-605.0000721216288,-1.0,
1.686187775364575E12,-605.0000721216288,-1.0,
1.6861877753665276E12,-605.0000721216288,-1.0,
1.68618777536848E12,-605.0000721216288,-1.0,
1.6861877753704326E12,-605.0000721216288,-1.0,
1.6861877753723853E12,-605.0000721216288,-1.0,
1.686187775374338E12,-605.0000721216288,-1.0,
1.6861877753762905E12,-605.0000721216288,-1.0,
1.686187775378243E12,-605.0000721216288,-1.0,
1.6861877753801956E12,-605.0000721216288,-1.0,
1.6861877753821482E12,-605.0000721216288,-1.0,
1.6861877753841008E12,-605.0000721216288,-1.0,
1.6861877753860535E12,-605.0000721216288,-1.0,
1.6861877753880059E12,-605.0000721216288,-1.0,
1.6861877753899585E12,-605.0000721216288,-1.0,
1.6861877753919111E12,-605.0000721216288,-1.0,
1.6861877753938638E12,-605.0000721216288,-1.0,
1.6861877753958164E12,-605.0000721216288,-1.0,
1.6861877753977688E12,-605.0000721216288,-1.0,
1.6861877753997214E12,-605.0000721216288,-1.0,
1.686187775401674E12,-605.0000721216288,-1.0,
1.6861877754036267E12,-605.0000721216288,-1.0,
1.6861877754055793E12,-605.0000721216288,-1.0,
1.6861877754075317E12,-605.0000721216288,-1.0,
1.6861877754094844E12,-605.0000721216288,-1.0,
1.686187775411437E12,-605.0000721216288,-1.0,
1.6861877754133896E12,-605.0000721216288,-1.0,
1.6861877754153423E12,-605.0000721216288,-1.0,
1.6861877754172947E12,-605.0000721216288,-1.0,
1.6861877754192473E12,-605.0000721216288,-1.0,
1.6861877754212E12,-605.0000721216288,-1.0,
1.6861877754231526E12,-605.0000721216288,-1.0,
1.6861877754251052E12,-605.0000721216288,-1.0,
1.6861877754270576E12,-605.0000721216288,-1.0,
1.6861877754290103E12,-605.0000721216288,-1.0,
1.686187775430963E12,-605.0000721216288,-1.0,
1.6861877754329155E12,-605.0000721216288,-1.0,
1.6861877754348682E12,-605.0000721216288,-1.0,
1.6861877754368206E12,-605.0000721216288,-1.0,
1.6861877754387732E12,-605.0000721216288,-1.0,
1.6861877754407258E12,-605.0000721216288,-1.0,
1.6861877754426785E12,-605.0000721216288,-1.0,
1.686187775444631E12,-605.0000721216288,-1.0,
1.6861877754465835E12,-605.0000721216288,-1.0,
1.6861877754485361E12,-605.0000721216288,-1.0,
1.6861877754504888E12,-605.0000721216288,-1.0,
1.6861877754524414E12,-605.0000721216288,-1.0,
1.686187775454394E12,-605.0000721216288,-1.0,
1.6861877754563464E12,-605.0000721216288,-1.0,
1.686187775458299E12,-605.0000721216288,-1.0,
1.6861877754602517E12,-605.0000721216288,-1.0,
1.6861877754622043E12,-605.0000721216288,-1.0,
1.686187775464157E12,-605.0000721216288,-1.0,
1.6861877754661094E12,-605.0000721216288,-1.0,
1.686187775468062E12,-605.0000721216288,-1.0,
1.6861877754700146E12,-605.0000721216288,-1.0,
1.6861877754719673E12,-605.0000721216288,-1.0,
1.68618777547392E12,-605.0000721216288,-1.0,
1.6861877754758723E12,-605.0000721216288,-1.0,
1.686187775477825E12,-605.0000721216288,-1.0,
1.6861877754797776E12,-605.0000721216288,-1.0,
1.6861877754817302E12,-605.0000721216288,-1.0,
1.6861877754836829E12,-605.0000721216288,-1.0,
1.6861877754856353E12,-605.0000721216288,-1.0,
1.686187775487588E12,-605.0000721216288,-1.0,
1.6861877754895405E12,-605.0000721216288,-1.0,
1.6861877754914932E12,-605.0000721216288,-1.0,
1.6861877754934458E12,-605.0000721216288,-1.0,
1.6861877754953982E12,-605.0000721216288,-1.0,
1.6861877754973508E12,-605.0000721216288,-1.0,
1.6861877754993035E12,-605.0000721216288,-1.0,
1.686187775501256E12,-605.0000721216288,-1.0,
1.6861877755032087E12,-605.0000721216288,-1.0,
1.6861877755051611E12,-605.0000721216288,-1.0,
1.6861877755071138E12,-605.0000721216288,-1.0,
1.6861877755090664E12,-605.0000721216288,-1.0,
1.686187775511019E12,-605.0000721216288,-1.0,
1.6861877755129717E12,-605.0000721216288,-1.0,
1.686187775514924E12,-605.0000721216288,-1.0,
1.6861877755168767E12,-605.0000721216288,-1.0,
1.6861877755188293E12,-605.0000721216288,-1.0,
1.686187775520782E12,-605.0000721216288,-1.0,
1.6861877755227346E12,-605.0000721216288,-1.0,
1.686187775524687E12,-605.0000721216288,-1.0,
1.6861877755266396E12,-605.0000721216288,-1.0,
1.6861877755285923E12,-605.0000721216288,-1.0,
1.686187775530545E12,-605.0000721216288,-1.0,
1.6861877755324976E12,-605.0000721216288,-1.0,
1.68618777553445E12,-605.0000721216288,-1.0,
1.6861877755364026E12,-605.0000721216288,-1.0,
1.6861877755383552E12,-605.0000721216288,-1.0,
1.6861877755403079E12,-605.0000721216288,-1.0,
1.6861877755422605E12,-605.0000721216288,-1.0,
1.686187775544213E12,-605.0000721216288,-1.0,
1.6861877755461655E12,-605.0000721216288,-1.0,
1.6861877755481182E12,-605.0000721216288,-1.0,
1.6861877755500708E12,-605.0000721216288,-1.0,
1.6861877755520234E12,-605.0000721216288,-1.0,
1.6861877755539758E12,-605.0000721216288,-1.0,
1.6861877755559285E12,-605.0000721216288,-1.0,
1.686187775557881E12,-605.0000721216288,-1.0,
1.6861877755598337E12,-605.0000721216288,-1.0,
1.6861877755617864E12,-605.0000721216288,-1.0,
1.6861877755637388E12,-605.0000721216288,-1.0,
1.6861877755656914E12,-605.0000721216288,-1.0,
1.686187775567644E12,-605.0000721216288,-1.0,
1.6861877755695967E12,-605.0000721216288,-1.0,
1.6861877755715493E12,-605.0000721216288,-1.0,
1.6861877755735017E12,-605.0000721216288,-1.0,
1.6861877755754543E12,-605.0000721216288,-1.0,
1.686187775577407E12,-605.0000721216288,-1.0,
1.6861877755793596E12,-605.0000721216288,-1.0,
1.6861877755813123E12,-605.0000721216288,-1.0,
1.6861877755832646E12,-605.0000721216288,-1.0,
1.6861877755852173E12,-605.0000721216288,-1.0,
1.68618777558717E12,-605.0000721216288,-1.0,
1.6861877755891226E12,-605.0000721216288,-1.0,
1.6861877755910752E12,-605.0000721216288,-1.0,
1.6861877755930276E12,-605.0000721216288,-1.0,
1.6861877755949802E12,-605.0000721216288,-1.0,
1.6861877755969329E12,-605.0000721216288,-1.0,
1.6861877755988855E12,-605.0000721216288,-1.0,
1.6861877756008381E12,-605.0000721216288,-1.0,
1.6861877756027905E12,-605.0000721216288,-1.0,
1.6861877756047432E12,-605.0000721216288,-1.0,
1.6861877756066958E12,-605.0000721216288,-1.0,
1.6861877756086484E12,-605.0000721216288,-1.0,
1.686187775610601E12,-605.0000721216288,-1.0,
1.6861877756125535E12,-605.0000721216288,-1.0,
1.686187775614506E12,-605.0000721216288,-1.0,
1.6861877756164587E12,-605.0000721216288,-1.0,
1.6861877756184114E12,-605.0000721216288,-1.0,
1.686187775620364E12,-605.0000721216288,-1.0,
1.6861877756223164E12,-605.0000721216288,-1.0,
1.686187775624269E12,-605.0000721216288,-1.0,
1.6861877756262217E12,-605.0000721216288,-1.0,
1.6861877756281743E12,-605.0000721216288,-1.0,
1.686187775630127E12,-605.0000721216288,-1.0,
1.6861877756320793E12,-605.0000721216288,-1.0,
1.686187775634032E12,-605.0000721216288,-1.0,
1.6861877756359846E12,-605.0000721216288,-1.0,
1.6861877756379373E12,-605.0000721216288,-1.0,
1.68618777563989E12,-605.0000721216288,-1.0,
1.6861877756418423E12,-605.0000721216288,-1.0,
1.686187775643795E12,-605.0000721216288,-1.0,
1.6861877756457476E12,-605.0000721216288,-1.0,
1.6861877756477002E12,-605.0000721216288,-1.0,
1.6861877756496528E12,-605.0000721216288,-1.0,
1.6861877756516052E12,-605.0000721216288,-1.0,
1.6861877756535579E12,-605.0000721216288,-1.0,
1.6861877756555105E12,-605.0000721216288,-1.0,
1.6861877756574631E12,-605.0000721216288,-1.0,
1.6861877756594158E12,-605.0000721216288,-1.0,
1.6861877756613682E12,-605.0000721216288,-1.0,
1.6861877756633208E12,-605.0000721216288,-1.0,
1.6861877756652734E12,-605.0000721216288,-1.0,
1.686187775667226E12,-605.0000721216288,-1.0,
1.6861877756691787E12,-605.0000721216288,-1.0,
1.686187775671131E12,-605.0000721216288,-1.0,
1.6861877756730837E12,-605.0000721216288,-1.0,
1.6861877756750364E12,-605.0000721216288,-1.0,
1.686187775676989E12,-605.0000721216288,-1.0,
1.6861877756789417E12,-605.0000721216288,-1.0,
1.686187775680894E12,-605.0000721216288,-1.0,
1.6861877756828467E12,-605.0000721216288,-1.0,
1.6861877756847993E12,-605.0000721216288,-1.0,
1.686187775686752E12,-605.0000721216288,-1.0,
1.6861877756887046E12,-605.0000721216288,-1.0,
1.686187775690657E12,-605.0000721216288,-1.0,
1.6861877756926096E12,-605.0000721216288,-1.0,
1.6861877756945623E12,-605.0000721216288,-1.0,
1.686187775696515E12,-605.0000721216288,-1.0,
1.6861877756984675E12,-605.0000721216288,-1.0,
1.68618777570042E12,-605.0000721216288,-1.0,
1.6861877757023726E12,-605.0000721216288,-1.0,
1.6861877757043252E12,-605.0000721216288,-1.0,
1.6861877757062778E12,-605.0000721216288,-1.0,
1.6861877757082305E12,-605.0000721216288,-1.0,
1.6861877757101829E12,-605.0000721216288,-1.0,
1.6861877757121355E12,-605.0000721216288,-1.0,
1.6861877757140881E12,-605.0000721216288,-1.0,
1.6861877757160408E12,-605.0000721216288,-1.0,
1.6861877757179934E12,-605.0000721216288,-1.0,
1.6861877757199458E12,-605.0000721216288,-1.0,
1.6861877757218984E12,-605.0000721216288,-1.0,
1.686187775723851E12,-605.0000721216288,-1.0,
1.6861877757258037E12,-605.0000721216288,-1.0,
1.6861877757277563E12,-605.0000721216288,-1.0,
1.6861877757297087E12,-605.0000721216288,-1.0,
1.6861877757316614E12,-605.0000721216288,-1.0,
1.686187775733614E12,-605.0000721216288,-1.0,
1.6861877757355667E12,-605.0000721216288,-1.0,
1.6861877757375193E12,-605.0000721216288,-1.0,
1.6861877757394717E12,-605.0000721216288,-1.0,
1.6861877757414243E12,-605.0000721216288,-1.0,
1.686187775743377E12,-605.0000721216288,-1.0,
1.6861877757453296E12,-605.0000721216288,-1.0,
1.6861877757472822E12,-605.0000721216288,-1.0,
1.6861877757492346E12,-605.0000721216288,-1.0,
1.6861877757511873E12,-605.0000721216288,-1.0,
1.68618777575314E12,-605.0000721216288,-1.0,
1.6861877757550925E12,-605.0000721216288,-1.0,
1.6861877757570452E12,-605.0000721216288,-1.0,
1.6861877757589976E12,-605.0000721216288,-1.0,
1.6861877757609502E12,-605.0000721216288,-1.0,
1.6861877757629028E12,-605.0000721216288,-1.0,
1.6861877757648555E12,-605.0000721216288,-1.0,
1.686187775766808E12,-605.0000721216288,-1.0,
1.6861877757687605E12,-605.0000721216288,-1.0,
1.6861877757707131E12,-605.0000721216288,-1.0,
1.6861877757726658E12,-605.0000721216288,-1.0,
1.6861877757746184E12,-605.0000721216288,-1.0,
1.686187775776571E12,-605.0000721216288,-1.0,
1.6861877757785234E12,-605.0000721216288,-1.0,
1.686187775780476E12,-605.0000721216288,-1.0,
1.6861877757824287E12,-605.0000721216288,-1.0,
1.6861877757843813E12,-605.0000721216288,-1.0,
1.686187775786334E12,-605.0000721216288,-1.0,
1.6861877757882864E12,-605.0000721216288,-1.0,
1.686187775790239E12,-605.0000721216288,-1.0,
1.6861877757921917E12,-605.0000721216288,-1.0,
1.6861877757941443E12,-605.0000721216288,-1.0,
1.686187775796097E12,-605.0000721216288,-1.0,
1.6861877757980493E12,-605.0000721216288,-1.0,
1.686187775800002E12,-605.0000721216288,-1.0,
1.6861877758019546E12,-605.0000721216288,-1.0,
1.6861877758039072E12,-605.0000721216288,-1.0,
1.6861877758058599E12,-605.0000721216288,-1.0,
1.6861877758078123E12,-605.0000721216288,-1.0,
1.686187775809765E12,-605.0000721216288,-1.0,
1.6861877758117175E12,-605.0000721216288,-1.0,
1.6861877758136702E12,-605.0000721216288,-1.0,
1.6861877758156228E12,-605.0000721216288,-1.0,
1.6861877758175752E12,-605.0000721216288,-1.0,
1.6861877758195278E12,-605.0000721216288,-1.0,
1.6861877758214805E12,-605.0000721216288,-1.0,
1.686187775823433E12,-605.0000721216288,-1.0,
1.6861877758253857E12,-605.0000721216288,-1.0,
1.6861877758273381E12,-605.0000721216288,-1.0,
1.6861877758292908E12,-605.0000721216288,-1.0,
1.6861877758312434E12,-605.0000721216288,-1.0,
1.686187775833196E12,-605.0000721216288,-1.0,
1.6861877758351487E12,-605.0000721216288,-1.0,
1.686187775837101E12,-605.0000721216288,-1.0,
1.6861877758390537E12,-605.0000721216288,-1.0,
1.6861877758410063E12,-605.0000721216288,-1.0,
1.686187775842959E12,-605.0000721216288,-1.0,
1.6861877758449116E12,-605.0000721216288,-1.0,
1.686187775846864E12,-605.0000721216288,-1.0,
1.6861877758488167E12,-605.0000721216288,-1.0,
1.6861877758507693E12,-605.0000721216288,-1.0,
1.686187775852722E12,-605.0000721216288,-1.0,
1.6861877758546746E12,-605.0000721216288,-1.0,
1.686187775856627E12,-605.0000721216288,-1.0,
1.6861877758585796E12,-605.0000721216288,-1.0,
1.6861877758605322E12,-605.0000721216288,-1.0,
1.6861877758624849E12,-605.0000721216288,-1.0,
1.6861877758644375E12,-605.0000721216288,-1.0,
1.68618777586639E12,-605.0000721216288,-1.0,
1.6861877758683425E12,-605.0000721216288,-1.0,
1.6861877758702952E12,-605.0000721216288,-1.0,
1.6861877758722478E12,-605.0000721216288,-1.0,
1.6861877758742004E12,-605.0000721216288,-1.0,
1.6861877758761528E12,-605.0000721216288,-1.0,
1.6861877758781055E12,-605.0000721216288,-1.0,
1.686187775880058E12,-605.0000721216288,-1.0,
1.6861877758820107E12,-605.0000721216288,-1.0,
1.6861877758839634E12,-605.0000721216288,-1.0,
1.6861877758859158E12,-605.0000721216288,-1.0,
1.6861877758878684E12,-605.0000721216288,-1.0,
1.686187775889821E12,-605.0000721216288,-1.0,
1.6861877758917737E12,-605.0000721216288,-1.0,
1.6861877758937263E12,-605.0000721216288,-1.0,
1.6861877758956787E12,-605.0000721216288,-1.0,
1.6861877758976313E12,-605.0000721216288,-1.0,
1.686187775899584E12,-605.0000721216288,-1.0,
1.6861877759015366E12,-605.0000721216288,-1.0,
1.6861877759034893E12,-605.0000721216288,-1.0,
1.6861877759054417E12,-605.0000721216288,-1.0,
1.6861877759073943E12,-605.0000721216288,-1.0,
1.686187775909347E12,-605.0000721216288,-1.0,
1.6861877759112996E12,-605.0000721216288,-1.0,
1.6861877759132522E12,-605.0000721216288,-1.0,
1.6861877759152046E12,-605.0000721216288,-1.0,
1.6861877759171572E12,-605.0000721216288,-1.0,
1.6861877759191099E12,-605.0000721216288,-1.0,
1.6861877759210625E12,-605.0000721216288,-1.0,
1.6861877759230151E12,-605.0000721216288,-1.0,
1.6861877759249675E12,-605.0000721216288,-1.0,
1.6861877759269202E12,-605.0000721216288,-1.0,
1.6861877759288728E12,-605.0000721216288,-1.0,
1.6861877759308254E12,-605.0000721216288,-1.0,
1.686187775932778E12,-605.0000721216288,-1.0,
1.6861877759347305E12,-605.0000721216288,-1.0,
1.686187775936683E12,-605.0000721216288,-1.0,
1.6861877759386357E12,-605.0000721216288,-1.0,
1.6861877759405884E12,-605.0000721216288,-1.0,
1.686187775942541E12,-605.0000721216288,-1.0,
1.6861877759444934E12,-605.0000721216288,-1.0,
1.686187775946446E12,-605.0000721216288,-1.0,
1.6861877759483987E12,-605.0000721216288,-1.0,
1.6861877759503513E12,-605.0000721216288,-1.0,
1.686187775952304E12,-605.0000721216288,-1.0,
1.6861877759542563E12,-605.0000721216288,-1.0,
1.686187775956209E12,-605.0000721216288,-1.0,
1.6861877759581616E12,-605.0000721216288,-1.0,
1.6861877759601143E12,-605.0000721216288,-1.0,
1.686187775962067E12,-605.0000721216288,-1.0,
1.6861877759640193E12,-605.0000721216288,-1.0,
1.686187775965972E12,-605.0000721216288,-1.0,
1.6861877759679246E12,-605.0000721216288,-1.0,
1.6861877759698772E12,-605.0000721216288,-1.0,
1.6861877759718298E12,-605.0000721216288,-1.0,
1.6861877759737822E12,-605.0000721216288,-1.0,
1.6861877759757349E12,-605.0000721216288,-1.0,
1.6861877759776875E12,-605.0000721216288,-1.0,
1.6861877759796401E12,-605.0000721216288,-1.0,
1.6861877759815928E12,-605.0000721216288,-1.0,
1.6861877759835452E12,-605.0000721216288,-1.0,
1.6861877759854978E12,-605.0000721216288,-1.0,
1.6861877759874504E12,-605.0000721216288,-1.0,
1.686187775989403E12,-605.0000721216288,-1.0,
1.6861877759913557E12,-605.0000721216288,-1.0,
1.686187775993308E12,-605.0000721216288,-1.0,
1.6861877759952607E12,-605.0000721216288,-1.0,
1.6861877759972134E12,-605.0000721216288,-1.0,
1.686187775999166E12,-605.0000721216288,-1.0,
1.6861877760011187E12,-605.0000721216288,-1.0,
1.686187776003071E12,-605.0000721216288,-1.0,
1.6861877760050237E12,-605.0000721216288,-1.0,
1.6861877760069763E12,-605.0000721216288,-1.0,
1.686187776008929E12,-605.0000721216288,-1.0,
1.6861877760108816E12,-605.0000721216288,-1.0,
1.686187776012834E12,-605.0000721216288,-1.0,
1.6861877760147866E12,-605.0000721216288,-1.0,
1.6861877760167393E12,-605.0000721216288,-1.0,
1.686187776018692E12,-605.0000721216288,-1.0,
1.6861877760206445E12,-605.0000721216288,-1.0,
1.686187776022597E12,-605.0000721216288,-1.0,
1.6861877760245496E12,-605.0000721216288,-1.0,
1.6861877760265022E12,-605.0000721216288,-1.0,
1.6861877760284548E12,-605.0000721216288,-1.0,
1.6861877760304075E12,-605.0000721216288,-1.0,
1.6861877760323599E12,-605.0000721216288,-1.0,
1.6861877760343125E12,-605.0000721216288,-1.0,
1.6861877760362651E12,-605.0000721216288,-1.0,
1.6861877760382178E12,-605.0000721216288,-1.0,
1.6861877760401704E12,-605.0000721216288,-1.0,
1.6861877760421228E12,-605.0000721216288,-1.0,
1.6861877760440754E12,-605.0000721216288,-1.0,
1.686187776046028E12,-605.0000721216288,-1.0,
1.6861877760479807E12,-605.0000721216288,-1.0,
1.6861877760499333E12,-605.0000721216288,-1.0,
1.6861877760518857E12,-605.0000721216288,-1.0,
1.6861877760538384E12,-605.0000721216288,-1.0,
1.686187776055791E12,-605.0000721216288,-1.0,
1.6861877760577437E12,-605.0000721216288,-1.0,
1.6861877760596963E12,-605.0000721216288,-1.0,
1.6861877760616487E12,-605.0000721216288,-1.0,
1.6861877760636013E12,-605.0000721216288,-1.0,
1.686187776065554E12,-605.0000721216288,-1.0,
1.6861877760675066E12,-605.0000721216288,-1.0,
1.6861877760694592E12,-605.0000721216288,-1.0,
1.6861877760714116E12,-605.0000721216288,-1.0,
1.6861877760733643E12,-605.0000721216288,-1.0,
1.686187776075317E12,-605.0000721216288,-1.0,
1.6861877760772695E12,-605.0000721216288,-1.0,
1.6861877760792222E12,-605.0000721216288,-1.0,
1.6861877760811746E12,-605.0000721216288,-1.0,
1.6861877760831272E12,-605.0000721216288,-1.0,
1.6861877760850798E12,-605.0000721216288,-1.0,
1.6861877760870325E12,-605.0000721216288,-1.0,
1.686187776088985E12,-605.0000721216288,-1.0,
1.6861877760909375E12,-605.0000721216288,-1.0,
1.6861877760928901E12,-605.0000721216288,-1.0,
1.6861877760948428E12,-605.0000721216288,-1.0,
1.6861877760967954E12,-605.0000721216288,-1.0,
1.686187776098748E12,-605.0000721216288,-1.0,
1.6861877761007004E12,-605.0000721216288,-1.0,
1.686187776102653E12,-605.0000721216288,-1.0,
1.6861877761046057E12,-605.0000721216288,-1.0,
1.6861877761065583E12,-605.0000721216288,-1.0,
1.686187776108511E12,-605.0000721216288,-1.0,
1.6861877761104634E12,-605.0000721216288,-1.0,
1.686187776112416E12,-605.0000721216288,-1.0,
1.6861877761143687E12,-605.0000721216288,-1.0,
1.6861877761163213E12,-605.0000721216288,-1.0,
1.686187776118274E12,-605.0000721216288,-1.0,
1.6861877761202263E12,-605.0000721216288,-1.0,
1.686187776122179E12,-605.0000721216288,-1.0,
